INSTRUMENT1,1996-01-01T00:00:00.000Z,2.4655
INSTRUMENT1,1996-01-02T00:00:00.000Z,2.4685
INSTRUMENT1,1996-01-03T00:00:00.000Z,2.473
INSTRUMENT1,1996-01-04T00:00:00.000Z,2.4845
INSTRUMENT1,1996-01-05T00:00:00.000Z,2.4868
INSTRUMENT1,1996-01-08T00:00:00.000Z,2.4825
INSTRUMENT1,1996-01-09T00:00:00.000Z,2.487
INSTRUMENT1,1996-01-10T00:00:00.000Z,2.4865
INSTRUMENT1,1996-01-11T00:00:00.000Z,2.4845
INSTRUMENT1,1996-02-21T00:00:00.000Z,2.537
INSTRUMENT1,1996-02-22T00:00:00.000Z,2.54
INSTRUMENT1,1996-02-23T00:00:00.000Z,2.549
INSTRUMENT1,1996-02-26T00:00:00.000Z,2.538
INSTRUMENT1,1996-02-27T00:00:00.000Z,2.543
INSTRUMENT1,1996-02-28T00:00:00.000Z,2.547
INSTRUMENT1,1996-02-29T00:00:00.000Z,2.5565
INSTRUMENT1,1996-03-01T00:00:00.000Z,2.5685
INSTRUMENT1,1996-03-04T00:00:00.000Z,2.5667
INSTRUMENT1,1996-03-05T00:00:00.000Z,2.5695
INSTRUMENT1,1996-03-06T00:00:00.000Z,2.569
INSTRUMENT1,1996-03-07T00:00:00.000Z,2.577
INSTRUMENT1,1996-03-08T00:00:00.000Z,2.5725
INSTRUMENT1,1996-03-11T00:00:00.000Z,2.5765
INSTRUMENT1,1996-03-12T00:00:00.000Z,2.5795
INSTRUMENT1,1996-03-13T00:00:00.000Z,2.569
INSTRUMENT1,1996-03-14T00:00:00.000Z,2.57
INSTRUMENT1,1996-03-15T00:00:00.000Z,2.572
INSTRUMENT1,1996-03-18T00:00:00.000Z,2.572
INSTRUMENT1,1996-03-19T00:00:00.000Z,2.5705
INSTRUMENT1,1996-03-20T00:00:00.000Z,2.5725
INSTRUMENT1,1996-03-21T00:00:00.000Z,2.578
INSTRUMENT1,1996-03-22T00:00:00.000Z,2.5815
INSTRUMENT1,1996-03-25T00:00:00.000Z,2.5795
INSTRUMENT1,1996-03-26T00:00:00.000Z,2.5802
INSTRUMENT1,1996-03-27T00:00:00.000Z,2.58
INSTRUMENT1,1996-03-28T00:00:00.000Z,2.592
INSTRUMENT1,1996-03-29T00:00:00.000Z,2.5865
INSTRUMENT1,1996-04-01T00:00:00.000Z,2.5875
INSTRUMENT1,1996-01-12T00:00:00.000Z,2.4965
INSTRUMENT1,1996-01-15T00:00:00.000Z,2.4965
INSTRUMENT1,1996-01-16T00:00:00.000Z,2.506
INSTRUMENT1,1996-01-17T00:00:00.000Z,2.512
INSTRUMENT1,1996-01-18T00:00:00.000Z,2.5204
INSTRUMENT1,1996-01-19T00:00:00.000Z,2.5297
INSTRUMENT1,1996-01-22T00:00:00.000Z,2.5365
INSTRUMENT1,1996-01-23T00:00:00.000Z,2.5288
INSTRUMENT1,1996-01-24T00:00:00.000Z,2.538
INSTRUMENT1,1996-01-25T00:00:00.000Z,2.535
INSTRUMENT1,1996-01-26T00:00:00.000Z,2.547
INSTRUMENT1,1996-01-29T00:00:00.000Z,2.5505
INSTRUMENT1,1996-01-30T00:00:00.000Z,2.546
INSTRUMENT1,1996-01-31T00:00:00.000Z,2.547
INSTRUMENT1,1996-02-01T00:00:00.000Z,2.551
INSTRUMENT1,1996-02-02T00:00:00.000Z,2.5509
INSTRUMENT1,1996-02-05T00:00:00.000Z,2.5403
INSTRUMENT1,1996-02-06T00:00:00.000Z,2.5325
INSTRUMENT1,1996-02-07T00:00:00.000Z,2.5402
INSTRUMENT1,1996-02-08T00:00:00.000Z,2.5465
INSTRUMENT1,1996-02-09T00:00:00.000Z,2.5405
INSTRUMENT1,1996-02-12T00:00:00.000Z,2.5438
INSTRUMENT1,1996-02-13T00:00:00.000Z,2.5461
INSTRUMENT1,1996-02-14T00:00:00.000Z,2.5425
INSTRUMENT1,1996-02-15T00:00:00.000Z,2.5404
INSTRUMENT1,1996-02-16T00:00:00.000Z,2.542
INSTRUMENT1,1996-02-19T00:00:00.000Z,2.542
INSTRUMENT1,1996-02-20T00:00:00.000Z,2.531
INSTRUMENT1,1996-04-02T00:00:00.000Z,2.581
INSTRUMENT1,1996-04-03T00:00:00.000Z,2.586
INSTRUMENT1,1996-04-04T00:00:00.000Z,2.593
INSTRUMENT1,1996-04-05T00:00:00.000Z,2.593
INSTRUMENT1,1996-04-08T00:00:00.000Z,2.5927
INSTRUMENT1,1996-04-09T00:00:00.000Z,2.597
INSTRUMENT1,1996-04-10T00:00:00.000Z,2.612
INSTRUMENT1,1996-04-11T00:00:00.000Z,2.6158
INSTRUMENT1,1996-04-12T00:00:00.000Z,2.62
INSTRUMENT1,1996-04-15T00:00:00.000Z,2.6263
INSTRUMENT1,1996-04-16T00:00:00.000Z,2.6236
INSTRUMENT1,1996-04-17T00:00:00.000Z,2.627
INSTRUMENT1,1996-04-18T00:00:00.000Z,2.629
INSTRUMENT1,1996-04-19T00:00:00.000Z,2.6243
INSTRUMENT1,1996-04-22T00:00:00.000Z,2.635
INSTRUMENT1,1996-04-23T00:00:00.000Z,2.638
INSTRUMENT1,1996-04-24T00:00:00.000Z,2.6405
INSTRUMENT1,1996-04-25T00:00:00.000Z,2.649
INSTRUMENT1,1996-04-26T00:00:00.000Z,2.654
INSTRUMENT1,1996-04-29T00:00:00.000Z,2.646
INSTRUMENT1,1996-04-30T00:00:00.000Z,2.6565
INSTRUMENT1,1996-05-01T00:00:00.000Z,2.6585
INSTRUMENT1,1996-05-02T00:00:00.000Z,2.663
INSTRUMENT1,1996-05-03T00:00:00.000Z,2.657
INSTRUMENT1,1996-05-06T00:00:00.000Z,2.6548
INSTRUMENT1,1996-05-07T00:00:00.000Z,2.6528
INSTRUMENT1,1996-05-08T00:00:00.000Z,2.6535
